stable_id,source_id,source_name,title,official_url,published_at,freshness_status,change_type,committee
FEED-S-009-88d97e9e110641c2,S-009,臺中市議會議事資訊系統－各項提案,建請速覓適當地點規劃興建「警察局」第六分局永福派出所辦公處所，以利辦公案。,https://yishi.tccc.gov.tw/proposals/b2d9019b-2d57-4d72-a77a-3e3758167ddf,,FRESH,CONFIRMED,
FEED-S-009-dae4347a821e1b69,S-009,臺中市議會議事資訊系統－各項提案,建請市「警察局」儘速將各區公所建置監視器系統，納入電子城,https://yishi.tccc.gov.tw/proposals/5508fa73-b448-4d47-87f2-ce91a1a656b6,,FRESH,CONFIRMED,
FEED-S-009-d36fe74b6649de02,S-009,臺中市議會議事資訊系統－各項提案,制式化發放，造成員警困擾及不便，建請本市「警察局」依據警察專業及實際需求，放寬辦,https://yishi.tccc.gov.tw/proposals/6611cb62-53ea-4b2d-abd9-1dbabaec6ac2,,FRESH,CONFIRMED,
FEED-S-009-5571a37e342c4825,S-009,臺中市議會議事資訊系統－各項提案,建請市政府早日把台中市政府「警察局」太平分局交通小隊，以提升為交通分隊，並擴,https://yishi.tccc.gov.tw/proposals/e8552cc4-1637-41c4-8d5c-cb2f3f25039f,,FRESH,CONFIRMED,
FEED-S-009-1693b3a2e0b0cab0,S-009,臺中市議會議事資訊系統－各項提案,建請台中市政府將「警察局」太平分局新平派出所遷建至機七用地，改善員,https://yishi.tccc.gov.tw/proposals/1f5fe6dd-d45a-4bb3-80a9-fcc0ab94b086,,FRESH,CONFIRMED,
FEED-S-009-763016277d574b4f,S-009,臺中市議會議事資訊系統－各項提案,建請市政府爭取機七用地，用於遷建市「警察局」太平分局新平派出所及太平交通分隊案。,https://yishi.tccc.gov.tw/proposals/69aa62ee-c145-41c3-b4b2-ab58bca663e0,,FRESH,CONFIRMED,
FEED-S-009-f8749a825f274f77,S-009,臺中市議會議事資訊系統－各項提案,有關「警察局」東勢分局茅埔派出所廳舍老舊狹小，應請重新,https://yishi.tccc.gov.tw/proposals/556b7916-6625-4078-a00c-453fb32284c2,,FRESH,CONFIRMED,
FEED-S-009-f4cfbc77c975d2ea,S-009,臺中市議會議事資訊系統－各項提案,建請市「警察局」交通大隊主動提報肇事紀錄，以利設置交通號,https://yishi.tccc.gov.tw/proposals/a0d8c08e-f679-4f06-a1c6-3863216e1438,,FRESH,CONFIRMED,
FEED-S-009-64783a78785fc708,S-009,臺中市議會議事資訊系統－各項提案,檢送「臺中市公設監視錄影系統設置管理自治條例」草案1份，敬請 審議。  ,https://yishi.tccc.gov.tw/proposals/b2a40007-d873-4073-b2ad-7eb92a399887,,FRESH,CONFIRMED,
FEED-S-009-89a8c725da168f22,S-009,臺中市議會議事資訊系統－各項提案,建請市政府「警察局」成立專案小組偵辦偷水溝蓋、電信蓋及電纜線,https://yishi.tccc.gov.tw/proposals/a5fc786a-4997-4228-884d-5dc564f0942d,,FRESH,CONFIRMED,
FEED-S-009-171d7a2f4386805e,S-009,臺中市議會議事資訊系統－各項提案,北屯區「警察局」第五分局搬遷新辦公大樓後，原北屯路偵查隊,https://yishi.tccc.gov.tw/proposals/d8a0b037-3399-441c-9099-c0fc2f1d39a7,,FRESH,CONFIRMED,
FEED-S-009-ea94d13ec698f9fc,S-009,臺中市議會議事資訊系統－各項提案,開鑼，建請市府相關單位（交通局、文化局、「警察局」）協調儘速將大甲區之水美營區規,https://yishi.tccc.gov.tw/proposals/c37163ae-f6e7-4ce5-a5b8-a3d63c477c41,,FRESH,CONFIRMED,
FEED-S-009-e036eb0d8935e20f,S-009,臺中市議會議事資訊系統－各項提案,「警察局」霧峰分局所轄大里分駐所、大里交通小隊，由,https://yishi.tccc.gov.tw/proposals/e82a6c99-a1d5-47bc-9eb6-df89cd2783e4,,FRESH,CONFIRMED,
FEED-S-009-29b8bfc9cb09da6e,S-009,臺中市議會議事資訊系統－各項提案,向國防部軍備局申請撥用完成，建請 市府將「警察局」、消防分隊用地整建完成，以嘉惠,https://yishi.tccc.gov.tw/proposals/f50fa9c5-ef46-4196-8347-04074a040a71,,FRESH,CONFIRMED,
FEED-S-009-6225f9cd826af713,S-009,臺中市議會議事資訊系統－各項提案,建請「警察局」增設潭雅神區潭子分局，以加強地方治安維護,https://yishi.tccc.gov.tw/proposals/364cffb2-73e8-4139-a52b-a6e4f9f4b2cc,,FRESH,CONFIRMED,
FEED-S-009-37d26d5a8bac874c,S-009,臺中市議會議事資訊系統－各項提案,、民防等民間義務團體比照地方監視系統納入「警察局」之模式，以建立本市社區治安維護,https://yishi.tccc.gov.tw/proposals/160fc4dd-6f8b-489e-81c5-b1857c221bf7,,FRESH,CONFIRMED,
FEED-S-009-b946015dea128ed0,S-009,臺中市議會議事資訊系統－各項提案,建請市府「警察局」對大甲、大安、外埔三區，儘速重新統一規劃,https://yishi.tccc.gov.tw/proposals/6c3bdcf0-411f-4b0e-b69d-ec7334723576,,FRESH,CONFIRMED,
FEED-S-029-def67d0adebe639e,S-029,臺中市政府議會專案報告,1150731-4-臺中市科技執法設置應以「危險路口改善為優先、執法為輔」之理念推動，罰鍰收入優先投入道路工程改善及標誌標線優化專案報告(警察、交通),https://www.rdec.taichung.gov.tw/media/1443292/1150731-4-臺中市科技執法設置應以-危險路口改善為優先-執法為輔-之理念推動-罰鍰收入優先投入道路工程改善及標誌標線優化專案報告-警察-交通.pdf,2026-07-24T00:00:00+08:00,FRESH,CONFIRMED,
FEED-S-029-9f3ee6ee25a1942b,S-029,臺中市政府議會專案報告,1150803-2-菸品與依托咪酯進入校園、社會之防範、改善措施及各類毒品查緝績效專案報告(衛生、教育、警察),https://www.rdec.taichung.gov.tw/media/1443294/1150803-2-菸品與依托咪酯進入校園-社會之防範-改善措施及各類毒品查緝績效專案報告-衛生-教育-警察.pdf,2026-07-24T00:00:00+08:00,FRESH,CONFIRMED,
